dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,location,lat,lon,crm_cd_2,cross_street
200615995,2020-09-28,2020-09-27,0035,06,Hollywood,0646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,6600 W  SUNSET                       BL,34.098,-118.3335,,
200104774,2020-01-11,2020-01-11,1110,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0910 0416 1202 1822 2050 2052,65,F,H,917,MTA - PURPLE LINE - PERSHING SQUARE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500 S  HILL                         ST,34.0488,-118.2518,,
200104775,2020-01-11,2020-01-11,1345,01,Central,0153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,22,F,W,101,STREET,,,IC,Invest Cont,440,5TH,34.0474,-118.2496,,SPRING
200106431,2020-02-04,2020-01-28,1300,01,Central,0185,2,354,THEFT OF IDENTITY,0100 0923 1820 1202,67,M,B,602,BANK,,,IC,Invest Cont,354,900 S  MAIN                         ST,34.0416,-118.255,,
200212656,2020-07-16,2020-07-16,0852,02,Rampart,0201,2,901,VIOLATION OF RESTRAINING ORDER,2038,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,900 N  MARIPOSA                     AV,34.0868,-118.2991,,
200104800,2020-01-11,2020-01-11,0215,01,Central,0119,1,761,BRANDISH WEAPON,1402 0334 0917 1266 1822 2004 0445,22,M,H,108,PARKING LOT,216,SCISSORS,IC,Invest Cont,761,500    RAMIREZ                      ST,34.0552,-118.2322,998,
200104806,2020-01-12,2020-01-10,1010,01,Central,0119,2,888,TRESPASSING,2004 0910 1822,0,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200104808,2020-01-12,2020-01-11,0705,01,Central,0119,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0910 0104,30,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,442,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200104810,2020-01-09,2020-01-09,2035,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0910 1822 0416 1414,30,F,W,903,MTA - RED LINE - 7TH AND METRO CENTER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,600 W  7TH                          ST,34.0473,-118.2566,,
200406875,2020-03-13,2020-03-13,1330,04,Hollenbeck,0429,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0444 0408 0416 0913,46,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,3100    SHEFFIELD                    AV,34.0811,-118.1614,,
200109519,2020-03-22,2020-03-22,1326,01,Central,0164,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1414 0329 1822,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,100 E  7TH                          ST,34.0446,-118.2507,,
200104813,2020-01-11,2020-01-11,1900,01,Central,0101,2,624,BATTERY - SIMPLE ASSAULT,0444 0429,65,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,900 N  BEAUDRY                      AV,34.0674,-118.2468,,
200104814,2020-01-11,2020-01-11,1750,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416 0447 1822,28,M,O,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500 S  LOS ANGELES                  ST,34.0461,-118.2476,,
200104815,2020-01-11,2020-01-11,2300,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,1822 0408 0444,41,F,B,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500 S  SAN PEDRO                    ST,34.0442,-118.2439,,
210716223,2021-12-01,2020-07-22,1200,07,Wilshire,0775,2,354,THEFT OF IDENTITY,1822 0930,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,1700 S  RIMPAU                       BL,34.0433,-118.3418,,
200104817,2020-01-11,2020-01-11,2200,01,Central,0181,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 1822 0429 0342,28,F,H,741,STAPLES CENTER *,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,1100 S  FIGUEROA                     ST,34.0431,-118.2692,,
200104818,2020-01-12,2020-01-12,0130,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0334 1822 1234,35,F,H,102,SIDEWALK,221,GLASS,IC,Invest Cont,624,600 N  SPRING                       ST,34.0582,-118.2387,,
200104819,2020-01-11,2020-01-11,1930,01,Central,0154,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 1822 0329,35,M,W,102,SIDEWALK,,,IC,Invest Cont,330,100 E  5TH                          ST,34.0467,-118.2485,,
200104820,2020-01-12,2020-01-11,2310,01,Central,0159,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329 1822,38,M,B,102,SIDEWALK,,,IC,Invest Cont,330,400    COLYTON                      ST,34.0435,-118.2365,,
200104821,2020-01-11,2020-01-11,0100,01,Central,0182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1822 1309 0377,32,F,H,102,SIDEWALK,,,IC,Invest Cont,341,FLOWER,34.043,-118.2641,,OLYMPIC
200104822,2020-01-11,2020-01-11,0340,01,Central,0153,1,480,BIKE - STOLEN,0344 2032 1817,39,F,H,102,SIDEWALK,,,IC,Invest Cont,480,600 S  SPRING                       ST,34.0467,-118.252,,
200104823,2020-01-11,2020-01-09,1945,01,Central,0181,1,350,"THEFT, PERSON",0344 1822,57,M,W,741,STAPLES CENTER *,,,IC,Invest Cont,350,1100 S  FIGUEROA                     ST,34.0431,-118.2692,,
200104826,2020-01-11,2020-01-11,1430,01,Central,0185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 2028 0913,56,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,341,1200 S  MAIN                         ST,34.0376,-118.2594,,
200104827,2020-01-12,2020-01-12,0005,01,Central,0156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 0444 2000 1218 1813,29,F,B,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,500 S  SAN PEDRO                    ST,34.0437,-118.2455,,
200104829,2020-01-12,2020-01-12,0500,01,Central,0129,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1602 1822,29,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,600 N  ALAMEDA                      ST,34.0533,-118.2379,,
210620323,2021-12-12,2020-05-13,1200,06,Hollywood,0677,2,354,THEFT OF IDENTITY,0377 1822 1501,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,5300    MONROE                       ST,34.0858,-118.3118,,
200918367,2020-12-12,2020-12-12,0015,09,Van Nuys,0914,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0311 0371 0416 0446 1414 1822,45,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,14600    VANOWEN                      ST,34.1976,-118.4574,,
200815435,2020-10-17,2020-10-17,0910,08,West LA,0852,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,946,1500    BROCKTON                     AV,34.0409,-118.4609,,
200104835,2020-01-11,2020-01-11,0550,01,Central,0111,2,901,VIOLATION OF RESTRAINING ORDER,2038 2004 0562,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,600 N  HILL                         ST,34.0591,-118.2412,,
200104836,2020-01-12,2020-01-11,2150,01,Central,0128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,30,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,100    JUDGE JOHN AISO              ST,34.0504,-118.2409,,
201007153,2020-03-12,2020-03-12,0640,10,West Valley,1001,2,888,TRESPASSING,1822 2004,45,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888,19500    INGOMAR                      ST,34.212,-118.5579,,
200104842,2020-01-12,2020-01-08,0900,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0329,34,F,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,700 S  GRAND                        AV,34.0473,-118.2566,,
200104843,2020-01-12,2020-01-11,1700,01,Central,0165,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822 0377,57,F,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,200 E  6TH                          ST,34.0446,-118.249,,
200104844,2020-01-12,2020-01-12,0920,01,Central,0157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411 1822 1414,45,M,B,101,STREET,207,OTHER KNIFE,IC,Invest Cont,230,6TH                          ST,34.0412,-118.2436,,CROCKER
210415505,2021-11-30,2020-01-30,1640,04,Hollenbeck,0409,2,354,THEFT OF IDENTITY,0100,30,M,H,201,JEWELRY STORE,,,IC,Invest Cont,354,4400    VAN HORNE                    AV,34.097,-118.1695,,
200104847,2020-01-12,2020-01-11,1700,01,Central,0162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,28,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,800 S  HILL                         ST,34.0462,-118.2585,,
200104848,2020-01-12,2020-01-11,1800,01,Central,0153,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0334 0421 1822,62,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,930,200 W  7TH                          ST,34.0467,-118.252,,
200104849,2020-01-12,2020-01-12,1145,01,Central,0152,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822,21,F,H,403,DRUG STORE,,,IC,Invest Cont,442,600 W  7TH                          ST,34.0491,-118.2558,,
200104850,2020-01-12,2020-01-12,0500,01,Central,0152,1,310,BURGLARY,0344 1605 1822,27,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,310,600 S  OLIVE                        ST,34.0481,-118.2542,,
200104851,2020-01-12,2020-01-11,2315,01,Central,0164,1,350,"THEFT, PERSON",0344 0377 1822,26,F,O,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,350,600 S  SPRING                       ST,34.046,-118.2509,,
200104853,2020-01-12,2020-01-11,2100,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2032 0344 1251,26,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,7TH                          ST,34.0473,-118.2566,,GRAND                        AV
200104857,2020-01-12,2020-01-05,1500,01,Central,0192,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,17TH                         ST,34.0351,-118.2672,,GRAND                        AV
210817239,2021-11-27,2020-08-26,1215,08,West LA,0828,2,354,THEFT OF IDENTITY,0100 0928 1822,51,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,10500    WILSHIRE                     BL,34.0649,-118.4372,,
200104860,2020-01-12,2020-01-10,1530,01,Central,0162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",3101 3401 3701 0605 3026 3036 2032,29,M,B,108,PARKING LOT,,,IC,Invest Cont,341,700 S  GRAND                        AV,34.0473,-118.2566,,
200104861,2020-01-12,2020-01-12,1450,01,Central,0162,1,210,ROBBERY,0416 0344 2004 1822 0325 0945,23,M,H,404,DEPARTMENT STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,700 W  7TH                          ST,34.048,-118.2577,,
200104863,2020-01-12,2020-01-11,2200,01,Central,0171,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 1601,38,F,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,900 W  OLYMPIC                      BL,34.0454,-118.2657,,
200104865,2020-01-12,2020-01-12,0530,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 1601,27,M,H,108,PARKING LOT,,,IC,Invest Cont,330,800 S  FIGUEROA                     ST,34.0479,-118.2612,,
200104866,2020-01-13,2020-01-12,0900,01,Central,0138,1,121,"RAPE, FORCIBLE",1218 0507 0519 0527 1415 2004 0400 0500 1822 1402,37,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,SAN PEDRO                    ST,34.0458,-118.243,998,4TH                          ST
200104868,2020-01-12,2020-01-08,2000,01,Central,0138,2,624,BATTERY - SIMPLE ASSAULT,0401 0913 0448 0408,35,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,200    BOYD                         ST,34.0478,-118.2454,,
200104869,2020-01-12,2020-01-12,1450,01,Central,0142,2,624,BATTERY - SIMPLE ASSAULT,1253 0447 0416 1202 1822 0910,60,M,H,801,MTA BUS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,5TH,34.0495,-118.2529,,OLIVE
201821779,2020-12-07,2020-12-07,2245,18,Southeast,1838,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1402 0408 1241 1206 0448 0421 0400,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,2000 E  105TH                        ST,33.9406,-118.237,998,
200104872,2020-01-12,2020-01-12,1830,01,Central,0185,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 1822 0329,26,M,B,101,STREET,,,IC,Invest Cont,330,200 E  11TH                         ST,34.0384,-118.2571,,
200104873,2020-01-12,2020-01-12,1030,01,Central,0111,1,330,BURGLARY FROM VEHICLE,1822 0329 0344 1307 1609,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,600 N  BROADWAY,34.0586,-118.2402,,
200104874,2020-01-12,2020-01-11,2000,01,Central,0182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,45,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,1000 S  HOPE                         ST,34.0437,-118.2617,,
200104875,2020-01-12,2020-01-12,1955,01,Central,0171,2,888,TRESPASSING,2004 1501,0,X,X,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,888,1000 S  FIGUEROA                     ST,34.0457,-118.2665,,
200104879,2020-01-12,2020-01-12,2020,01,Central,0162,1,210,ROBBERY,1414 0945 2004 1822 0325 0421,0,X,X,406,OTHER STORE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,600 W  7TH                          ST,34.0473,-118.2566,,
200104880,2020-01-12,2020-01-12,1800,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1822,20,F,X,102,SIDEWALK,,,IC,Invest Cont,440,800 S  OLIVE                        ST,34.0452,-118.2569,,
200508173,2020-04-12,2020-04-12,0130,05,Harbor,0524,2,890,FAILURE TO YIELD,1300 1309 2004,0,X,X,101,STREET,,,AA,Adult Arrest,890,FRIGATE,33.7783,-118.2782,,G
200204368,2020-01-08,2020-01-08,1320,02,Rampart,0275,2,888,TRESPASSING,2004 2038 0216,19,X,X,738,LIBRARY,,,IC,Invest Cont,888,1000 S  ALVARADO                     ST,34.0517,-118.2798,,
200104881,2020-01-13,2020-01-12,2300,01,Central,0156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2004 0913 2000 0416 1814 1218,46,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,6TH                          ST,34.0428,-118.2461,,WALL                         ST
200104884,2020-01-12,2020-01-11,1400,01,Central,0181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344,44,M,B,741,STAPLES CENTER *,,,IC,Invest Cont,341,1100 S  FIGUEROA                     ST,34.0431,-118.2692,,
200104885,2020-01-12,2020-01-12,1600,01,Central,0152,1,480,BIKE - STOLEN,0397 0344,26,M,W,738,LIBRARY,,,IC,Invest Cont,480,600 W  5TH                          ST,34.0502,-118.254,,
200104886,2020-01-12,2020-01-12,1625,01,Central,0134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1822,22,F,A,402,MARKET,,,IC,Invest Cont,440,300 S  BROADWAY,34.051,-118.248,,
200104887,2020-01-12,2020-01-12,1520,01,Central,0111,2,946,OTHER MISCELLANEOUS CRIME,0906 1402 2004,32,M,H,101,STREET,,,AO,Adult Other,946,ORD,34.0607,-118.2405,998,BROADWAY
200104895,2020-01-13,2020-01-12,1900,01,Central,0105,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,COTTAGE HOME,34.068,-118.2359,,DOYLE                        PL
200104896,2020-01-08,2020-01-03,1810,01,Central,0124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,956,200 N  MAIN                         ST,34.0532,-118.2425,,
200104903,2020-01-13,2020-01-11,1000,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0344 1300 1302,40,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,900 S  HILL                         ST,34.042,-118.2625,,
200104911,2020-01-13,2020-01-12,0700,01,Central,0166,2,755,BOMB SCARE,0404,0,M,O,517,MISSIONS/SHELTERS,511,VERBAL THREAT,IC,Invest Cont,755,600 S  SAN PEDRO                    ST,34.0421,-118.2469,,
211224410,2021-11-22,2020-01-01,1000,12,77th Street,1251,2,354,THEFT OF IDENTITY,0917,63,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,3400 W  78TH                         ST,33.9691,-118.3309,,
200104921,2020-01-13,2020-01-10,1200,01,Central,0119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0910 1822 0329,57,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,740,00    GATEWAY PLAZA                DR,34.0551,-118.2323,,
200104922,2020-01-13,2020-01-13,0830,01,Central,0119,2,625,OTHER ASSAULT,1822 0910 0400,61,M,B,834,LA UNION STATION (NOT LINE SPECIFIC),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200104924,2020-01-13,2020-01-13,1400,01,Central,0134,1,330,BURGLARY FROM VEHICLE,1609 1822 1307 0344 0329,39,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,300 S  BROADWAY,34.051,-118.248,,
220605303,2022-01-30,2020-01-10,0800,06,Hollywood,0669,2,354,THEFT OF IDENTITY,0377 1822 1501 0930 0928 0929,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,1100 N  ARDMORE                      AV,34.0908,-118.3012,,
200104928,2020-01-13,2020-01-13,1200,01,Central,0192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0346 0377 1822 2032,22,M,B,124,BUS STOP,,,IC,Invest Cont,440,FIGUEROA,34.0402,-118.2684,,PICO
200104934,2020-01-13,2020-01-13,1500,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0378,35,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
210716222,2021-12-01,2020-11-26,1400,07,Wilshire,0721,2,354,THEFT OF IDENTITY,1822 0935 0925,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,400 S  WILLAMAN                     DR,34.0717,-118.3806,,
200610092,2020-05-10,2020-05-10,1745,06,Hollywood,0646,1,330,BURGLARY FROM VEHICLE,1300 1601 1606 0344 0352,22,F,B,101,STREET,,,AO,Adult Other,330,SUNSET,34.098,-118.3316,,HUDSON
200104941,2020-01-13,2020-01-13,1620,01,Central,0182,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0917 1266 0416 0371 1309 0906,22,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930,1100 S  HOPE                         ST,34.0423,-118.2631,,
201110399,2020-06-13,2020-06-11,1700,11,Northeast,1145,1,330,BURGLARY FROM VEHICLE,0385,34,F,O,101,STREET,,,IC,Invest Cont,330,2400 N  ALVARADO                     ST,34.097,-118.2518,,
200104945,2020-01-13,2020-01-13,1530,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0913 2004 0917 0416,40,M,H,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500    SAN JULIAN                   ST,34.0446,-118.245,,
200104946,2020-01-13,2020-01-13,1530,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0913 2004 0917 0416 0447,33,F,B,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,500    SAN JULIAN                   ST,34.0446,-118.245,,
200104953,2020-01-13,2020-01-13,1900,01,Central,0185,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1414 0416 0445 2002 1266 1822,54,M,H,403,DRUG STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,1000 S  BROADWAY,34.0409,-118.2574,,
200104954,2020-01-13,2020-01-13,2210,01,Central,0134,2,624,BATTERY - SIMPLE ASSAULT,2001 0429 0416 1822,21,F,H,706,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,300 W  4TH                          ST,34.0502,-118.2487,,
200104955,2020-01-12,2020-01-12,0230,01,Central,0174,2,624,BATTERY - SIMPLE ASSAULT,0361 0416 0448 0408 0913,21,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,700 S  MAIN                         ST,34.0439,-118.2514,,
210917205,2021-12-03,2020-10-15,1135,09,Van Nuys,0946,2,354,THEFT OF IDENTITY,1822 0927,29,M,H,710,OTHER PREMISE,,,IC,Invest Cont,354,5800    WOODMAN                      AV,34.1745,-118.4356,,
200104959,2020-01-13,2020-01-12,0100,01,Central,0163,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,24,F,W,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,700 S  BROADWAY,34.0452,-118.2534,,
201714567,2020-10-22,2020-10-22,0600,17,Devonshire,1794,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 2004 0329,31,M,H,103,ALLEY,,,AO,Adult Other,745,CHASE                        ST,34.2246,-118.5361,,RESEDA                       BL
200104960,2020-01-13,2020-01-13,2330,01,Central,0161,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0401 0408 0448 1813 2000,18,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,700 S  FIGUEROA                     ST,34.0483,-118.2631,,
200104962,2020-01-14,2020-01-13,1430,01,Central,0156,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,0,X,X,101,STREET,,,IC,Invest Cont,420,300 E  5TH                          ST,34.0449,-118.2458,,
200104963,2020-01-13,2020-01-13,1630,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 1822 0377 1221 0344 2032,62,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,440,700 W  7TH                          ST,34.048,-118.2577,,
200104964,2020-01-13,2020-01-13,1830,01,Central,0129,1,330,BURGLARY FROM VEHICLE,1307 0329 0344 1609 0321,36,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,TEMPLE                       ST,34.0502,-118.2336,,VIGNES                       ST
200104971,2020-01-14,2020-01-13,1900,01,Central,0101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,900 N  BEAUDRY                      AV,34.0674,-118.2468,,
200104972,2020-01-14,2020-01-14,0953,01,Central,0159,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,946,1300    WHOLESALE                    ST,34.0365,-118.2364,998,
200104974,2020-01-14,2020-01-14,0530,01,Central,0129,1,330,BURGLARY FROM VEHICLE,1307 1609 0329 1822 0344,27,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,JACKSON,34.0511,-118.2334,,VIGNES
200104975,2020-01-14,2020-01-12,1100,01,Central,0162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,19,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,800 S  HILL                         ST,34.0462,-118.2585,,
200104977,2020-01-14,2020-01-14,0820,01,Central,0135,2,625,OTHER ASSAULT,0416,61,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,3RD                          ST,34.0496,-118.2458,,MAIN                         ST
